split,pid,camera,sequence,frame,det,src_path,dst_path
query,1161,1,5,44266,0,query/1161_c1s5_044266_00.jpg,data/processed/query/1161/1161_c1s5_044266_00.jpg
query,1161,2,2,160377,0,query/1161_c2s2_160377_00.jpg,data/processed/query/1161/1161_c2s2_160377_00.jpg
query,1161,3,3,1912,0,query/1161_c3s3_001912_00.jpg,data/processed/query/1161/1161_c3s3_001912_00.jpg
query,1161,6,3,25667,0,query/1161_c6s3_025667_00.jpg,data/processed/query/1161/1161_c6s3_025667_00.jpg
query,1163,1,5,28561,0,query/1163_c1s5_028561_00.jpg,data/processed/query/1163/1163_c1s5_028561_00.jpg
query,1163,2,2,164027,0,query/1163_c2s2_164027_00.jpg,data/processed/query/1163/1163_c2s2_164027_00.jpg
query,1163,3,3,2362,0,query/1163_c3s3_002362_00.jpg,data/processed/query/1163/1163_c3s3_002362_00.jpg
query,1163,4,5,28254,0,query/1163_c4s5_028254_00.jpg,data/processed/query/1163/1163_c4s5_028254_00.jpg
query,1163,5,3,2743,0,query/1163_c5s3_002743_00.jpg,data/processed/query/1163/1163_c5s3_002743_00.jpg
query,1163,6,3,26142,0,query/1163_c6s3_026142_00.jpg,data/processed/query/1163/1163_c6s3_026142_00.jpg
query,1164,1,5,28561,0,query/1164_c1s5_028561_00.jpg,data/processed/query/1164/1164_c1s5_028561_00.jpg
query,1164,2,2,164077,0,query/1164_c2s2_164077_00.jpg,data/processed/query/1164/1164_c2s2_164077_00.jpg
query,1164,3,3,2362,0,query/1164_c3s3_002362_00.jpg,data/processed/query/1164/1164_c3s3_002362_00.jpg
query,1164,4,5,28254,0,query/1164_c4s5_028254_00.jpg,data/processed/query/1164/1164_c4s5_028254_00.jpg
query,1164,5,3,2743,0,query/1164_c5s3_002743_00.jpg,data/processed/query/1164/1164_c5s3_002743_00.jpg
query,1164,6,3,26142,0,query/1164_c6s3_026142_00.jpg,data/processed/query/1164/1164_c6s3_026142_00.jpg
query,1166,1,5,29536,0,query/1166_c1s5_029536_00.jpg,data/processed/query/1166/1166_c1s5_029536_00.jpg
query,1166,3,3,3437,0,query/1166_c3s3_003437_00.jpg,data/processed/query/1166/1166_c3s3_003437_00.jpg
query,1166,5,3,3818,0,query/1166_c5s3_003818_00.jpg,data/processed/query/1166/1166_c5s3_003818_00.jpg
query,1166,6,3,27142,0,query/1166_c6s3_027142_00.jpg,data/processed/query/1166/1166_c6s3_027142_00.jpg
query,1170,1,5,29986,0,query/1170_c1s5_029986_00.jpg,data/processed/query/1170/1170_c1s5_029986_00.jpg
query,1170,3,3,3687,0,query/1170_c3s3_003687_00.jpg,data/processed/query/1170/1170_c3s3_003687_00.jpg
query,1170,5,3,4268,0,query/1170_c5s3_004268_00.jpg,data/processed/query/1170/1170_c5s3_004268_00.jpg
query,1170,6,3,27392,0,query/1170_c6s3_027392_00.jpg,data/processed/query/1170/1170_c6s3_027392_00.jpg
query,1171,1,5,30286,0,query/1171_c1s5_030286_00.jpg,data/processed/query/1171/1171_c1s5_030286_00.jpg
query,1171,2,3,25432,0,query/1171_c2s3_025432_00.jpg,data/processed/query/1171/1171_c2s3_025432_00.jpg
query,1171,3,3,3912,0,query/1171_c3s3_003912_00.jpg,data/processed/query/1171/1171_c3s3_003912_00.jpg
query,1171,4,5,56910,0,query/1171_c4s5_056910_00.jpg,data/processed/query/1171/1171_c4s5_056910_00.jpg
query,1171,5,3,4393,0,query/1171_c5s3_004393_00.jpg,data/processed/query/1171/1171_c5s3_004393_00.jpg
query,1172,1,5,36166,0,query/1172_c1s5_036166_00.jpg,data/processed/query/1172/1172_c1s5_036166_00.jpg
query,1172,2,3,3707,0,query/1172_c2s3_003707_00.jpg,data/processed/query/1172/1172_c2s3_003707_00.jpg
query,1172,3,3,4062,0,query/1172_c3s3_004062_00.jpg,data/processed/query/1172/1172_c3s3_004062_00.jpg
query,1172,5,3,10390,0,query/1172_c5s3_010390_00.jpg,data/processed/query/1172/1172_c5s3_010390_00.jpg
query,1172,6,3,27817,0,query/1172_c6s3_027817_00.jpg,data/processed/query/1172/1172_c6s3_027817_00.jpg
query,1174,1,5,31736,0,query/1174_c1s5_031736_00.jpg,data/processed/query/1174/1174_c1s5_031736_00.jpg
query,1174,3,3,5537,0,query/1174_c3s3_005537_00.jpg,data/processed/query/1174/1174_c3s3_005537_00.jpg
query,1174,4,5,31429,0,query/1174_c4s5_031429_00.jpg,data/processed/query/1174/1174_c4s5_031429_00.jpg
query,1174,5,3,5343,0,query/1174_c5s3_005343_00.jpg,data/processed/query/1174/1174_c5s3_005343_00.jpg
query,1174,6,3,29192,0,query/1174_c6s3_029192_00.jpg,data/processed/query/1174/1174_c6s3_029192_00.jpg
query,1175,1,6,40896,0,query/1175_c1s6_040896_00.jpg,data/processed/query/1175/1175_c1s6_040896_00.jpg
query,1175,2,3,83302,0,query/1175_c2s3_083302_00.jpg,data/processed/query/1175/1175_c2s3_083302_00.jpg
query,1175,3,3,89794,0,query/1175_c3s3_089794_00.jpg,data/processed/query/1175/1175_c3s3_089794_00.jpg
query,1175,5,3,89937,0,query/1175_c5s3_089937_00.jpg,data/processed/query/1175/1175_c5s3_089937_00.jpg
query,1175,6,4,16302,0,query/1175_c6s4_016302_00.jpg,data/processed/query/1175/1175_c6s4_016302_00.jpg
query,1180,1,5,32186,0,query/1180_c1s5_032186_00.jpg,data/processed/query/1180/1180_c1s5_032186_00.jpg
query,1180,2,2,164677,0,query/1180_c2s2_164677_00.jpg,data/processed/query/1180/1180_c2s2_164677_00.jpg
query,1180,3,3,6062,0,query/1180_c3s3_006062_00.jpg,data/processed/query/1180/1180_c3s3_006062_00.jpg
query,1180,4,5,38360,0,query/1180_c4s5_038360_00.jpg,data/processed/query/1180/1180_c4s5_038360_00.jpg
query,1180,5,3,6593,0,query/1180_c5s3_006593_00.jpg,data/processed/query/1180/1180_c5s3_006593_00.jpg
query,1180,6,3,29892,0,query/1180_c6s3_029892_00.jpg,data/processed/query/1180/1180_c6s3_029892_00.jpg
query,1181,1,5,41166,0,query/1181_c1s5_041166_00.jpg,data/processed/query/1181/1181_c1s5_041166_00.jpg
query,1181,2,3,162,0,query/1181_c2s3_000162_00.jpg,data/processed/query/1181/1181_c2s3_000162_00.jpg
query,1181,3,3,6587,0,query/1181_c3s3_006587_00.jpg,data/processed/query/1181/1181_c3s3_006587_00.jpg
query,1181,5,3,6843,0,query/1181_c5s3_006843_00.jpg,data/processed/query/1181/1181_c5s3_006843_00.jpg
query,1181,6,3,30317,0,query/1181_c6s3_030317_00.jpg,data/processed/query/1181/1181_c6s3_030317_00.jpg
query,1182,1,5,32736,0,query/1182_c1s5_032736_00.jpg,data/processed/query/1182/1182_c1s5_032736_00.jpg
query,1182,2,3,162,0,query/1182_c2s3_000162_00.jpg,data/processed/query/1182/1182_c2s3_000162_00.jpg
query,1182,3,3,6587,0,query/1182_c3s3_006587_00.jpg,data/processed/query/1182/1182_c3s3_006587_00.jpg
query,1182,5,3,6943,0,query/1182_c5s3_006943_00.jpg,data/processed/query/1182/1182_c5s3_006943_00.jpg
query,1182,6,3,30317,0,query/1182_c6s3_030317_00.jpg,data/processed/query/1182/1182_c6s3_030317_00.jpg
query,1183,1,5,32786,0,query/1183_c1s5_032786_00.jpg,data/processed/query/1183/1183_c1s5_032786_00.jpg
query,1183,2,3,262,0,query/1183_c2s3_000262_00.jpg,data/processed/query/1183/1183_c2s3_000262_00.jpg
query,1183,3,3,6637,0,query/1183_c3s3_006637_00.jpg,data/processed/query/1183/1183_c3s3_006637_00.jpg
query,1183,5,3,6943,0,query/1183_c5s3_006943_00.jpg,data/processed/query/1183/1183_c5s3_006943_00.jpg
query,1183,6,3,30367,0,query/1183_c6s3_030367_00.jpg,data/processed/query/1183/1183_c6s3_030367_00.jpg
query,1184,1,5,39941,0,query/1184_c1s5_039941_00.jpg,data/processed/query/1184/1184_c1s5_039941_00.jpg
query,1184,2,3,337,0,query/1184_c2s3_000337_00.jpg,data/processed/query/1184/1184_c2s3_000337_00.jpg
query,1184,3,3,6912,0,query/1184_c3s3_006912_00.jpg,data/processed/query/1184/1184_c3s3_006912_00.jpg
query,1184,5,3,7143,0,query/1184_c5s3_007143_00.jpg,data/processed/query/1184/1184_c5s3_007143_00.jpg
query,1184,6,3,30692,0,query/1184_c6s3_030692_00.jpg,data/processed/query/1184/1184_c6s3_030692_00.jpg
query,1185,1,5,32966,0,query/1185_c1s5_032966_00.jpg,data/processed/query/1185/1185_c1s5_032966_00.jpg
query,1185,2,3,337,0,query/1185_c2s3_000337_00.jpg,data/processed/query/1185/1185_c2s3_000337_00.jpg
query,1185,3,3,6937,0,query/1185_c3s3_006937_00.jpg,data/processed/query/1185/1185_c3s3_006937_00.jpg
query,1185,5,3,7143,0,query/1185_c5s3_007143_00.jpg,data/processed/query/1185/1185_c5s3_007143_00.jpg
query,1185,6,3,30692,0,query/1185_c6s3_030692_00.jpg,data/processed/query/1185/1185_c6s3_030692_00.jpg
query,1186,1,5,36416,0,query/1186_c1s5_036416_00.jpg,data/processed/query/1186/1186_c1s5_036416_00.jpg
query,1186,2,3,712,0,query/1186_c2s3_000712_00.jpg,data/processed/query/1186/1186_c2s3_000712_00.jpg
query,1186,3,3,7037,0,query/1186_c3s3_007037_00.jpg,data/processed/query/1186/1186_c3s3_007037_00.jpg
query,1186,4,5,36360,0,query/1186_c4s5_036360_00.jpg,data/processed/query/1186/1186_c4s5_036360_00.jpg
query,1186,5,3,10590,0,query/1186_c5s3_010590_00.jpg,data/processed/query/1186/1186_c5s3_010590_00.jpg
query,1186,6,3,30717,0,query/1186_c6s3_030717_00.jpg,data/processed/query/1186/1186_c6s3_030717_00.jpg
query,1187,1,5,33216,0,query/1187_c1s5_033216_00.jpg,data/processed/query/1187/1187_c1s5_033216_00.jpg
query,1187,2,3,712,0,query/1187_c2s3_000712_00.jpg,data/processed/query/1187/1187_c2s3_000712_00.jpg
query,1187,3,3,7037,0,query/1187_c3s3_007037_00.jpg,data/processed/query/1187/1187_c3s3_007037_00.jpg
query,1187,5,3,7493,0,query/1187_c5s3_007493_00.jpg,data/processed/query/1187/1187_c5s3_007493_00.jpg
query,1187,6,3,30767,0,query/1187_c6s3_030767_00.jpg,data/processed/query/1187/1187_c6s3_030767_00.jpg
query,1188,1,5,33341,0,query/1188_c1s5_033341_00.jpg,data/processed/query/1188/1188_c1s5_033341_00.jpg
query,1188,3,3,7237,0,query/1188_c3s3_007237_00.jpg,data/processed/query/1188/1188_c3s3_007237_00.jpg
query,1188,4,5,33185,0,query/1188_c4s5_033185_00.jpg,data/processed/query/1188/1188_c4s5_033185_00.jpg
query,1188,5,3,7668,0,query/1188_c5s3_007668_00.jpg,data/processed/query/1188/1188_c5s3_007668_00.jpg
query,1188,6,3,30892,0,query/1188_c6s3_030892_00.jpg,data/processed/query/1188/1188_c6s3_030892_00.jpg
query,1190,1,5,34191,0,query/1190_c1s5_034191_00.jpg,data/processed/query/1190/1190_c1s5_034191_00.jpg
query,1190,2,3,16907,0,query/1190_c2s3_016907_00.jpg,data/processed/query/1190/1190_c2s3_016907_00.jpg
query,1190,3,3,7928,0,query/1190_c3s3_007928_00.jpg,data/processed/query/1190/1190_c3s3_007928_00.jpg
query,1190,5,3,8565,0,query/1190_c5s3_008565_00.jpg,data/processed/query/1190/1190_c5s3_008565_00.jpg
query,1190,6,3,31567,0,query/1190_c6s3_031567_00.jpg,data/processed/query/1190/1190_c6s3_031567_00.jpg
query,1191,1,5,34191,0,query/1191_c1s5_034191_00.jpg,data/processed/query/1191/1191_c1s5_034191_00.jpg
query,1191,2,3,16907,0,query/1191_c2s3_016907_00.jpg,data/processed/query/1191/1191_c2s3_016907_00.jpg
query,1191,3,3,7928,0,query/1191_c3s3_007928_00.jpg,data/processed/query/1191/1191_c3s3_007928_00.jpg
query,1191,5,3,8440,0,query/1191_c5s3_008440_00.jpg,data/processed/query/1191/1191_c5s3_008440_00.jpg
query,1191,6,3,31567,0,query/1191_c6s3_031567_00.jpg,data/processed/query/1191/1191_c6s3_031567_00.jpg
query,1192,1,5,29161,0,query/1192_c1s5_029161_00.jpg,data/processed/query/1192/1192_c1s5_029161_00.jpg
query,1192,3,3,2837,0,query/1192_c3s3_002837_00.jpg,data/processed/query/1192/1192_c3s3_002837_00.jpg
query,1192,5,3,3393,0,query/1192_c5s3_003393_00.jpg,data/processed/query/1192/1192_c5s3_003393_00.jpg
query,1194,2,3,2857,0,query/1194_c2s3_002857_00.jpg,data/processed/query/1194/1194_c2s3_002857_00.jpg
query,1194,3,3,9178,0,query/1194_c3s3_009178_00.jpg,data/processed/query/1194/1194_c3s3_009178_00.jpg
query,1194,6,3,32892,0,query/1194_c6s3_032892_00.jpg,data/processed/query/1194/1194_c6s3_032892_00.jpg
query,1195,3,3,8553,0,query/1195_c3s3_008553_00.jpg,data/processed/query/1195/1195_c3s3_008553_00.jpg
query,1195,6,3,32367,0,query/1195_c6s3_032367_00.jpg,data/processed/query/1195/1195_c6s3_032367_00.jpg
query,1196,1,5,35491,0,query/1196_c1s5_035491_00.jpg,data/processed/query/1196/1196_c1s5_035491_00.jpg
query,1196,3,3,9153,0,query/1196_c3s3_009153_00.jpg,data/processed/query/1196/1196_c3s3_009153_00.jpg
query,1196,4,5,54260,0,query/1196_c4s5_054260_00.jpg,data/processed/query/1196/1196_c4s5_054260_00.jpg
query,1196,5,3,9765,0,query/1196_c5s3_009765_00.jpg,data/processed/query/1196/1196_c5s3_009765_00.jpg
query,1196,6,3,33092,0,query/1196_c6s3_033092_00.jpg,data/processed/query/1196/1196_c6s3_033092_00.jpg
query,1199,1,5,37491,0,query/1199_c1s5_037491_00.jpg,data/processed/query/1199/1199_c1s5_037491_00.jpg
query,1199,2,3,4882,0,query/1199_c2s3_004882_00.jpg,data/processed/query/1199/1199_c2s3_004882_00.jpg
query,1199,3,3,11203,0,query/1199_c3s3_011203_00.jpg,data/processed/query/1199/1199_c3s3_011203_00.jpg
query,1199,4,5,37885,0,query/1199_c4s5_037885_00.jpg,data/processed/query/1199/1199_c4s5_037885_00.jpg
query,1199,5,3,11890,0,query/1199_c5s3_011890_00.jpg,data/processed/query/1199/1199_c5s3_011890_00.jpg
query,1202,2,3,6382,0,query/1202_c2s3_006382_00.jpg,data/processed/query/1202/1202_c2s3_006382_00.jpg
query,1202,3,3,12178,0,query/1202_c3s3_012178_00.jpg,data/processed/query/1202/1202_c3s3_012178_00.jpg
query,1202,6,3,35817,0,query/1202_c6s3_035817_00.jpg,data/processed/query/1202/1202_c6s3_035817_00.jpg
query,1203,1,6,23271,0,query/1203_c1s6_023271_00.jpg,data/processed/query/1203/1203_c1s6_023271_00.jpg
query,1203,3,3,71994,0,query/1203_c3s3_071994_00.jpg,data/processed/query/1203/1203_c3s3_071994_00.jpg
query,1203,5,3,72512,0,query/1203_c5s3_072512_00.jpg,data/processed/query/1203/1203_c5s3_072512_00.jpg
query,1203,6,3,95742,0,query/1203_c6s3_095742_00.jpg,data/processed/query/1203/1203_c6s3_095742_00.jpg
query,1205,1,6,23146,0,query/1205_c1s6_023146_00.jpg,data/processed/query/1205/1205_c1s6_023146_00.jpg
query,1205,2,3,65602,0,query/1205_c2s3_065602_00.jpg,data/processed/query/1205/1205_c2s3_065602_00.jpg
query,1205,3,3,71944,0,query/1205_c3s3_071944_00.jpg,data/processed/query/1205/1205_c3s3_071944_00.jpg
query,1205,5,3,72287,0,query/1205_c5s3_072287_00.jpg,data/processed/query/1205/1205_c5s3_072287_00.jpg
query,1205,6,3,95667,0,query/1205_c6s3_095667_00.jpg,data/processed/query/1205/1205_c6s3_095667_00.jpg
query,1207,1,5,38816,0,query/1207_c1s5_038816_00.jpg,data/processed/query/1207/1207_c1s5_038816_00.jpg
query,1207,3,3,12253,0,query/1207_c3s3_012253_00.jpg,data/processed/query/1207/1207_c3s3_012253_00.jpg
query,1207,4,5,38860,0,query/1207_c4s5_038860_00.jpg,data/processed/query/1207/1207_c4s5_038860_00.jpg
query,1207,5,3,12965,0,query/1207_c5s3_012965_00.jpg,data/processed/query/1207/1207_c5s3_012965_00.jpg
query,1207,6,3,35892,0,query/1207_c6s3_035892_00.jpg,data/processed/query/1207/1207_c6s3_035892_00.jpg
query,1208,1,5,38816,0,query/1208_c1s5_038816_00.jpg,data/processed/query/1208/1208_c1s5_038816_00.jpg
query,1208,3,3,12303,0,query/1208_c3s3_012303_00.jpg,data/processed/query/1208/1208_c3s3_012303_00.jpg
query,1208,4,5,38860,0,query/1208_c4s5_038860_00.jpg,data/processed/query/1208/1208_c4s5_038860_00.jpg
query,1208,5,3,12965,0,query/1208_c5s3_012965_00.jpg,data/processed/query/1208/1208_c5s3_012965_00.jpg
query,1208,6,3,35892,0,query/1208_c6s3_035892_00.jpg,data/processed/query/1208/1208_c6s3_035892_00.jpg
query,1209,2,3,6407,0,query/1209_c2s3_006407_00.jpg,data/processed/query/1209/1209_c2s3_006407_00.jpg
query,1209,3,3,12303,0,query/1209_c3s3_012303_00.jpg,data/processed/query/1209/1209_c3s3_012303_00.jpg
query,1209,6,3,35942,0,query/1209_c6s3_035942_00.jpg,data/processed/query/1209/1209_c6s3_035942_00.jpg
query,1210,2,3,6382,0,query/1210_c2s3_006382_00.jpg,data/processed/query/1210/1210_c2s3_006382_00.jpg
query,1210,3,3,12328,0,query/1210_c3s3_012328_00.jpg,data/processed/query/1210/1210_c3s3_012328_00.jpg
query,1211,1,5,50116,0,query/1211_c1s5_050116_00.jpg,data/processed/query/1211/1211_c1s5_050116_00.jpg
query,1211,2,3,6732,0,query/1211_c2s3_006732_00.jpg,data/processed/query/1211/1211_c2s3_006732_00.jpg
query,1211,3,3,13053,0,query/1211_c3s3_013053_00.jpg,data/processed/query/1211/1211_c3s3_013053_00.jpg
query,1211,5,3,24140,0,query/1211_c5s3_024140_00.jpg,data/processed/query/1211/1211_c5s3_024140_00.jpg
query,1211,6,3,36792,0,query/1211_c6s3_036792_00.jpg,data/processed/query/1211/1211_c6s3_036792_00.jpg
query,1212,1,5,39516,0,query/1212_c1s5_039516_00.jpg,data/processed/query/1212/1212_c1s5_039516_00.jpg
query,1212,3,3,13203,0,query/1212_c3s3_013203_00.jpg,data/processed/query/1212/1212_c3s3_013203_00.jpg
query,1212,5,3,13740,0,query/1212_c5s3_013740_00.jpg,data/processed/query/1212/1212_c5s3_013740_00.jpg
query,1212,6,3,36892,0,query/1212_c6s3_036892_00.jpg,data/processed/query/1212/1212_c6s3_036892_00.jpg
query,1214,1,5,39716,0,query/1214_c1s5_039716_00.jpg,data/processed/query/1214/1214_c1s5_039716_00.jpg
query,1214,2,3,7182,0,query/1214_c2s3_007182_00.jpg,data/processed/query/1214/1214_c2s3_007182_00.jpg
query,1214,3,3,13553,0,query/1214_c3s3_013553_00.jpg,data/processed/query/1214/1214_c3s3_013553_00.jpg
query,1214,6,3,37317,0,query/1214_c6s3_037317_00.jpg,data/processed/query/1214/1214_c6s3_037317_00.jpg
query,1215,2,3,7407,0,query/1215_c2s3_007407_00.jpg,data/processed/query/1215/1215_c2s3_007407_00.jpg
query,1215,3,3,13628,0,query/1215_c3s3_013628_00.jpg,data/processed/query/1215/1215_c3s3_013628_00.jpg
query,1215,6,3,37392,0,query/1215_c6s3_037392_00.jpg,data/processed/query/1215/1215_c6s3_037392_00.jpg
query,1216,1,5,44716,0,query/1216_c1s5_044716_00.jpg,data/processed/query/1216/1216_c1s5_044716_00.jpg
query,1216,2,3,7407,0,query/1216_c2s3_007407_00.jpg,data/processed/query/1216/1216_c2s3_007407_00.jpg
query,1216,3,3,13728,0,query/1216_c3s3_013728_00.jpg,data/processed/query/1216/1216_c3s3_013728_00.jpg
query,1216,6,3,37467,0,query/1216_c6s3_037467_00.jpg,data/processed/query/1216/1216_c6s3_037467_00.jpg
query,1221,1,5,40416,0,query/1221_c1s5_040416_00.jpg,data/processed/query/1221/1221_c1s5_040416_00.jpg
query,1221,3,3,13678,0,query/1221_c3s3_013678_00.jpg,data/processed/query/1221/1221_c3s3_013678_00.jpg
query,1221,5,3,14340,0,query/1221_c5s3_014340_00.jpg,data/processed/query/1221/1221_c5s3_014340_00.jpg
query,1221,6,3,37317,0,query/1221_c6s3_037317_00.jpg,data/processed/query/1221/1221_c6s3_037317_00.jpg
query,1222,1,5,40416,0,query/1222_c1s5_040416_00.jpg,data/processed/query/1222/1222_c1s5_040416_00.jpg
query,1222,2,3,8107,0,query/1222_c2s3_008107_00.jpg,data/processed/query/1222/1222_c2s3_008107_00.jpg
query,1222,3,3,13728,0,query/1222_c3s3_013728_00.jpg,data/processed/query/1222/1222_c3s3_013728_00.jpg
query,1222,5,3,14415,0,query/1222_c5s3_014415_00.jpg,data/processed/query/1222/1222_c5s3_014415_00.jpg
query,1222,6,3,37367,0,query/1222_c6s3_037367_00.jpg,data/processed/query/1222/1222_c6s3_037367_00.jpg
query,1223,1,5,40516,0,query/1223_c1s5_040516_00.jpg,data/processed/query/1223/1223_c1s5_040516_00.jpg
query,1223,3,3,13753,0,query/1223_c3s3_013753_00.jpg,data/processed/query/1223/1223_c3s3_013753_00.jpg
query,1223,5,3,14415,0,query/1223_c5s3_014415_00.jpg,data/processed/query/1223/1223_c5s3_014415_00.jpg
query,1223,6,3,37367,0,query/1223_c6s3_037367_00.jpg,data/processed/query/1223/1223_c6s3_037367_00.jpg
query,1224,1,5,40541,0,query/1224_c1s5_040541_00.jpg,data/processed/query/1224/1224_c1s5_040541_00.jpg
query,1224,2,3,8107,0,query/1224_c2s3_008107_00.jpg,data/processed/query/1224/1224_c2s3_008107_00.jpg
query,1224,3,3,13803,0,query/1224_c3s3_013803_00.jpg,data/processed/query/1224/1224_c3s3_013803_00.jpg
query,1224,5,3,14415,0,query/1224_c5s3_014415_00.jpg,data/processed/query/1224/1224_c5s3_014415_00.jpg
query,1224,6,3,37417,0,query/1224_c6s3_037417_00.jpg,data/processed/query/1224/1224_c6s3_037417_00.jpg
query,1225,1,5,40641,0,query/1225_c1s5_040641_00.jpg,data/processed/query/1225/1225_c1s5_040641_00.jpg
query,1225,2,3,8257,0,query/1225_c2s3_008257_00.jpg,data/processed/query/1225/1225_c2s3_008257_00.jpg
query,1225,3,3,13853,0,query/1225_c3s3_013853_00.jpg,data/processed/query/1225/1225_c3s3_013853_00.jpg
query,1225,4,5,41510,0,query/1225_c4s5_041510_00.jpg,data/processed/query/1225/1225_c4s5_041510_00.jpg
query,1225,5,3,14615,0,query/1225_c5s3_014615_00.jpg,data/processed/query/1225/1225_c5s3_014615_00.jpg
query,1225,6,3,37392,0,query/1225_c6s3_037392_00.jpg,data/processed/query/1225/1225_c6s3_037392_00.jpg
query,1226,1,5,40641,0,query/1226_c1s5_040641_00.jpg,data/processed/query/1226/1226_c1s5_040641_00.jpg
query,1226,2,3,8157,0,query/1226_c2s3_008157_00.jpg,data/processed/query/1226/1226_c2s3_008157_00.jpg
query,1226,3,3,14428,0,query/1226_c3s3_014428_00.jpg,data/processed/query/1226/1226_c3s3_014428_00.jpg
query,1226,5,3,19790,0,query/1226_c5s3_019790_00.jpg,data/processed/query/1226/1226_c5s3_019790_00.jpg
query,1226,6,3,38167,0,query/1226_c6s3_038167_00.jpg,data/processed/query/1226/1226_c6s3_038167_00.jpg
query,1228,1,5,41191,0,query/1228_c1s5_041191_00.jpg,data/processed/query/1228/1228_c1s5_041191_00.jpg
query,1228,3,3,14903,0,query/1228_c3s3_014903_00.jpg,data/processed/query/1228/1228_c3s3_014903_00.jpg
query,1228,4,5,40635,0,query/1228_c4s5_040635_00.jpg,data/processed/query/1228/1228_c4s5_040635_00.jpg
query,1228,5,3,15290,0,query/1228_c5s3_015290_00.jpg,data/processed/query/1228/1228_c5s3_015290_00.jpg
query,1228,6,3,38892,0,query/1228_c6s3_038892_00.jpg,data/processed/query/1228/1228_c6s3_038892_00.jpg
query,1229,1,5,41191,0,query/1229_c1s5_041191_00.jpg,data/processed/query/1229/1229_c1s5_041191_00.jpg
query,1229,2,3,17357,0,query/1229_c2s3_017357_00.jpg,data/processed/query/1229/1229_c2s3_017357_00.jpg
query,1229,3,3,14903,0,query/1229_c3s3_014903_00.jpg,data/processed/query/1229/1229_c3s3_014903_00.jpg
query,1229,4,5,40635,0,query/1229_c4s5_040635_00.jpg,data/processed/query/1229/1229_c4s5_040635_00.jpg
query,1229,5,3,15290,0,query/1229_c5s3_015290_00.jpg,data/processed/query/1229/1229_c5s3_015290_00.jpg
query,1229,6,3,38567,0,query/1229_c6s3_038567_00.jpg,data/processed/query/1229/1229_c6s3_038567_00.jpg
query,1233,1,5,42416,0,query/1233_c1s5_042416_00.jpg,data/processed/query/1233/1233_c1s5_042416_00.jpg
query,1233,3,3,16203,0,query/1233_c3s3_016203_00.jpg,data/processed/query/1233/1233_c3s3_016203_00.jpg
query,1233,5,3,16665,0,query/1233_c5s3_016665_00.jpg,data/processed/query/1233/1233_c5s3_016665_00.jpg
query,1233,6,3,39892,0,query/1233_c6s3_039892_00.jpg,data/processed/query/1233/1233_c6s3_039892_00.jpg
query,1236,1,5,42916,0,query/1236_c1s5_042916_00.jpg,data/processed/query/1236/1236_c1s5_042916_00.jpg
query,1236,2,3,10382,0,query/1236_c2s3_010382_00.jpg,data/processed/query/1236/1236_c2s3_010382_00.jpg
query,1236,3,3,16753,0,query/1236_c3s3_016753_00.jpg,data/processed/query/1236/1236_c3s3_016753_00.jpg
query,1236,5,3,17115,0,query/1236_c5s3_017115_00.jpg,data/processed/query/1236/1236_c5s3_017115_00.jpg
query,1236,6,3,40517,0,query/1236_c6s3_040517_00.jpg,data/processed/query/1236/1236_c6s3_040517_00.jpg
query,1239,1,5,50441,0,query/1239_c1s5_050441_00.jpg,data/processed/query/1239/1239_c1s5_050441_00.jpg
query,1239,2,3,12107,0,query/1239_c2s3_012107_00.jpg,data/processed/query/1239/1239_c2s3_012107_00.jpg
query,1239,3,3,18428,0,query/1239_c3s3_018428_00.jpg,data/processed/query/1239/1239_c3s3_018428_00.jpg
query,1239,5,3,18765,0,query/1239_c5s3_018765_00.jpg,data/processed/query/1239/1239_c5s3_018765_00.jpg
query,1239,6,3,42167,0,query/1239_c6s3_042167_00.jpg,data/processed/query/1239/1239_c6s3_042167_00.jpg
query,1241,1,5,45091,0,query/1241_c1s5_045091_00.jpg,data/processed/query/1241/1241_c1s5_045091_00.jpg
query,1241,3,3,18853,0,query/1241_c3s3_018853_00.jpg,data/processed/query/1241/1241_c3s3_018853_00.jpg
query,1241,5,3,30015,0,query/1241_c5s3_030015_00.jpg,data/processed/query/1241/1241_c5s3_030015_00.jpg
query,1241,6,3,42642,0,query/1241_c6s3_042642_00.jpg,data/processed/query/1241/1241_c6s3_042642_00.jpg
query,1245,1,5,46516,0,query/1245_c1s5_046516_00.jpg,data/processed/query/1245/1245_c1s5_046516_00.jpg
query,1245,2,3,14007,0,query/1245_c2s3_014007_00.jpg,data/processed/query/1245/1245_c2s3_014007_00.jpg
query,1245,3,3,20328,0,query/1245_c3s3_020328_00.jpg,data/processed/query/1245/1245_c3s3_020328_00.jpg
query,1245,5,3,20665,0,query/1245_c5s3_020665_00.jpg,data/processed/query/1245/1245_c5s3_020665_00.jpg
query,1245,6,3,44067,0,query/1245_c6s3_044067_00.jpg,data/processed/query/1245/1245_c6s3_044067_00.jpg
query,1246,2,3,14032,0,query/1246_c2s3_014032_00.jpg,data/processed/query/1246/1246_c2s3_014032_00.jpg
query,1246,3,3,20353,0,query/1246_c3s3_020353_00.jpg,data/processed/query/1246/1246_c3s3_020353_00.jpg
query,1246,6,3,44167,0,query/1246_c6s3_044167_00.jpg,data/processed/query/1246/1246_c6s3_044167_00.jpg
query,1247,2,3,14182,0,query/1247_c2s3_014182_00.jpg,data/processed/query/1247/1247_c2s3_014182_00.jpg
